dataset,val_uid,analysis_split,arm,level,requested_similarity,source_uid,similarity
aqua,aqua-validation-000058,calibration,retrieved,top,,aqua-train-044607,0.9293442368507385
aqua,aqua-validation-000058,calibration,placebo,placebo,,aqua-train-029533,0.18370148539543152
aqua,aqua-validation-000059,calibration,retrieved,target_0.30,0.3,aqua-train-037201,0.2999999225139618
aqua,aqua-validation-000059,calibration,retrieved,target_0.50,0.5,aqua-train-012796,0.4999629557132721
aqua,aqua-validation-000059,calibration,retrieved,target_0.70,0.7,aqua-train-034800,0.6999478340148926
aqua,aqua-validation-000059,calibration,retrieved,top,,aqua-train-067041,0.8440667390823364
aqua,aqua-validation-000059,calibration,placebo,placebo,,aqua-train-000983,0.15476639568805695
aqua,aqua-validation-000060,calibration,retrieved,target_0.30,0.3,aqua-train-001285,0.3000003397464752
aqua,aqua-validation-000060,calibration,retrieved,target_0.50,0.5,aqua-train-012480,0.4996276795864105
aqua,aqua-validation-000060,calibration,retrieved,target_0.70,0.7,aqua-train-034183,0.6521639823913574
aqua,aqua-validation-000060,calibration,retrieved,top,,aqua-train-050184,0.9954069256782532
aqua,aqua-validation-000060,calibration,placebo,placebo,,aqua-train-034763,0.09055105596780777
aqua,aqua-validation-000061,calibration,retrieved,target_0.30,0.3,aqua-train-015097,0.3000018894672394
aqua,aqua-validation-000061,calibration,retrieved,target_0.50,0.5,aqua-train-075869,0.49999600648880005
aqua,aqua-validation-000061,calibration,retrieved,target_0.70,0.7,aqua-train-076768,0.7000139951705933
aqua,aqua-validation-000061,calibration,retrieved,top,,aqua-train-032103,0.8544387817382812
aqua,aqua-validation-000061,calibration,placebo,placebo,,aqua-train-062786,0.11790838837623596
aqua,aqua-validation-000062,test,retrieved,target_0.30,0.3,aqua-train-086412,0.3000004291534424
aqua,aqua-validation-000062,test,retrieved,target_0.50,0.5,aqua-train-038977,0.49982577562332153
aqua,aqua-validation-000062,test,retrieved,target_0.70,0.7,aqua-train-040635,0.7004639506340027
aqua,aqua-validation-000062,test,retrieved,top,,aqua-train-059496,0.8324382305145264
aqua,aqua-validation-000062,test,placebo,placebo,,aqua-train-017879,0.15681324899196625
aqua,aqua-validation-000063,calibration,retrieved,target_0.30,0.3,aqua-train-052510,0.2999992072582245
aqua,aqua-validation-000063,calibration,retrieved,target_0.50,0.5,aqua-train-048821,0.4999893307685852
aqua,aqua-validation-000063,calibration,retrieved,target_0.70,0.7,aqua-train-005608,0.595334529876709
aqua,aqua-validation-000063,calibration,retrieved,top,,aqua-train-030178,0.6043683886528015
aqua,aqua-validation-000063,calibration,placebo,placebo,,aqua-train-018695,0.08914098143577576
aqua,aqua-validation-000064,test,retrieved,target_0.30,0.3,aqua-train-088382,0.2999999225139618
aqua,aqua-validation-000064,test,retrieved,target_0.50,0.5,aqua-train-085491,0.5000060200691223
aqua,aqua-validation-000064,test,retrieved,target_0.70,0.7,aqua-train-088327,0.6533421874046326
aqua,aqua-validation-000064,test,retrieved,top,,aqua-train-077821,0.6578311920166016
aqua,aqua-validation-000064,test,placebo,placebo,,aqua-train-094847,0.19367459416389465
aqua,aqua-validation-000065,calibration,retrieved,target_0.30,0.3,aqua-train-056091,0.3000006079673767
aqua,aqua-validation-000065,calibration,retrieved,target_0.50,0.5,aqua-train-064770,0.49996650218963623
aqua,aqua-validation-000065,calibration,retrieved,target_0.70,0.7,aqua-train-083333,0.588800847530365
aqua,aqua-validation-000065,calibration,retrieved,top,,aqua-train-051799,0.5899337530136108
aqua,aqua-validation-000065,calibration,placebo,placebo,,aqua-train-013149,0.11596951633691788
aqua,aqua-validation-000066,calibration,retrieved,target_0.30,0.3,aqua-train-079577,0.29999804496765137
aqua,aqua-validation-000066,calibration,retrieved,target_0.50,0.5,aqua-train-015693,0.5000110268592834
aqua,aqua-validation-000066,calibration,retrieved,target_0.70,0.7,aqua-train-035562,0.6992701888084412
aqua,aqua-validation-000066,calibration,retrieved,top,,aqua-train-003931,0.9935154318809509
aqua,aqua-validation-000066,calibration,placebo,placebo,,aqua-train-079826,0.16427019238471985
aqua,aqua-validation-000067,calibration,retrieved,target_0.30,0.3,aqua-train-056826,0.3000023066997528
aqua,aqua-validation-000067,calibration,retrieved,target_0.50,0.5,aqua-train-087355,0.4999845623970032
aqua,aqua-validation-000067,calibration,retrieved,target_0.70,0.7,aqua-train-036799,0.6985411047935486
aqua,aqua-validation-000067,calibration,retrieved,top,,aqua-train-060600,0.9961461424827576
aqua,aqua-validation-000067,calibration,placebo,placebo,,aqua-train-009051,0.08508821576833725
aqua,aqua-validation-000068,calibration,retrieved,target_0.30,0.3,aqua-train-068887,0.3000021278858185
aqua,aqua-validation-000068,calibration,retrieved,target_0.50,0.5,aqua-train-078912,0.5000142455101013
aqua,aqua-validation-000068,calibration,retrieved,target_0.70,0.7,aqua-train-019866,0.7002070546150208
aqua,aqua-validation-000068,calibration,retrieved,top,,aqua-train-051413,0.7975438237190247
aqua,aqua-validation-000068,calibration,placebo,placebo,,aqua-train-049458,0.15865224599838257
aqua,aqua-validation-000069,calibration,retrieved,target_0.30,0.3,aqua-train-084304,0.29999810457229614
aqua,aqua-validation-000069,calibration,retrieved,target_0.50,0.5,aqua-train-082787,0.4999805986881256
aqua,aqua-validation-000069,calibration,retrieved,target_0.70,0.7,aqua-train-084814,0.6996383666992188
aqua,aqua-validation-000069,calibration,retrieved,top,,aqua-train-081362,0.7995358109474182
aqua,aqua-validation-000069,calibration,placebo,placebo,,aqua-train-090205,0.18728533387184143
aqua,aqua-validation-000070,test,retrieved,target_0.30,0.3,aqua-train-023158,0.29999732971191406
aqua,aqua-validation-000070,test,retrieved,target_0.50,0.5,aqua-train-026982,0.49995195865631104
aqua,aqua-validation-000070,test,retrieved,target_0.70,0.7,aqua-train-074725,0.6967349052429199
aqua,aqua-validation-000070,test,retrieved,top,,aqua-train-005752,0.7885114550590515
aqua,aqua-validation-000070,test,placebo,placebo,,aqua-train-039456,0.18127474188804626
aqua,aqua-validation-000071,test,retrieved,target_0.30,0.3,aqua-train-076910,0.30004245042800903
aqua,aqua-validation-000071,test,retrieved,target_0.50,0.5,aqua-train-063592,0.49369627237319946
aqua,aqua-validation-000071,test,retrieved,target_0.70,0.7,aqua-train-005363,0.5797826051712036
aqua,aqua-validation-000071,test,retrieved,top,,aqua-train-038728,0.5929297804832458
aqua,aqua-validation-000071,test,placebo,placebo,,aqua-train-000511,0.04904943332076073
aqua,aqua-validation-000072,calibration,retrieved,target_0.30,0.3,aqua-train-009929,0.2999988794326782
aqua,aqua-validation-000072,calibration,retrieved,target_0.50,0.5,aqua-train-049451,0.49975109100341797
aqua,aqua-validation-000072,calibration,retrieved,target_0.70,0.7,aqua-train-017781,0.5958535671234131
aqua,aqua-validation-000072,calibration,retrieved,top,,aqua-train-047297,0.6030532121658325
aqua,aqua-validation-000072,calibration,placebo,placebo,,aqua-train-042003,0.14571724832057953
aqua,aqua-validation-000073,calibration,retrieved,target_0.30,0.3,aqua-train-042389,0.3000001311302185
aqua,aqua-validation-000073,calibration,retrieved,target_0.50,0.5,aqua-train-082410,0.49880537390708923
aqua,aqua-validation-000073,calibration,retrieved,target_0.70,0.7,aqua-train-031326,0.5341041684150696
aqua,aqua-validation-000073,calibration,retrieved,top,,aqua-train-050523,0.5343140363693237
aqua,aqua-validation-000073,calibration,placebo,placebo,,aqua-train-004727,0.11762608587741852
aqua,aqua-validation-000074,calibration,retrieved,target_0.30,0.3,aqua-train-085569,0.29999828338623047
aqua,aqua-validation-000074,calibration,retrieved,target_0.50,0.5,aqua-train-038806,0.4998328983783722
aqua,aqua-validation-000074,calibration,retrieved,target_0.70,0.7,aqua-train-033603,0.7001034617424011
aqua,aqua-validation-000074,calibration,retrieved,top,,aqua-train-038800,0.7583447098731995
aqua,aqua-validation-000074,calibration,placebo,placebo,,aqua-train-018774,0.07347661256790161
aqua,aqua-validation-000075,calibration,retrieved,target_0.30,0.3,aqua-train-078693,0.29999688267707825
aqua,aqua-validation-000075,calibration,retrieved,target_0.50,0.5,aqua-train-005993,0.4998282790184021
aqua,aqua-validation-000075,calibration,retrieved,target_0.70,0.7,aqua-train-009059,0.7006930112838745
aqua,aqua-validation-000075,calibration,retrieved,top,,aqua-train-059237,0.8968423008918762
aqua,aqua-validation-000075,calibration,placebo,placebo,,aqua-train-058589,0.1417674571275711
aqua,aqua-validation-000076,calibration,retrieved,target_0.30,0.3,aqua-train-049309,0.29999861121177673
aqua,aqua-validation-000076,calibration,retrieved,target_0.50,0.5,aqua-train-028592,0.49996310472488403
aqua,aqua-validation-000076,calibration,retrieved,target_0.70,0.7,aqua-train-053293,0.6977612376213074
aqua,aqua-validation-000076,calibration,retrieved,top,,aqua-train-027423,0.9221038818359375
aqua,aqua-validation-000076,calibration,placebo,placebo,,aqua-train-052673,0.11422722041606903
aqua,aqua-validation-000077,calibration,retrieved,target_0.30,0.3,aqua-train-082822,0.30000221729278564
aqua,aqua-validation-000077,calibration,retrieved,target_0.50,0.5,aqua-train-043167,0.49995332956314087
aqua,aqua-validation-000077,calibration,retrieved,target_0.70,0.7,aqua-train-031563,0.6340572834014893
aqua,aqua-validation-000077,calibration,retrieved,top,,aqua-train-038169,0.6784011125564575
aqua,aqua-validation-000077,calibration,placebo,placebo,,aqua-train-023632,0.08579060435295105
aqua,aqua-validation-000078,test,retrieved,target_0.30,0.3,aqua-train-078489,0.2999986708164215
aqua,aqua-validation-000078,test,retrieved,target_0.50,0.5,aqua-train-047357,0.5000123977661133
aqua,aqua-validation-000078,test,retrieved,target_0.70,0.7,aqua-train-079027,0.7052450776100159
aqua,aqua-validation-000078,test,retrieved,top,,aqua-train-090011,0.7379904985427856
aqua,aqua-validation-000078,test,placebo,placebo,,aqua-train-049753,0.09760129451751709
aqua,aqua-validation-000079,calibration,retrieved,target_0.30,0.3,aqua-train-063048,0.30000144243240356
aqua,aqua-validation-000079,calibration,retrieved,target_0.50,0.5,aqua-train-027314,0.4999847412109375
aqua,aqua-validation-000079,calibration,retrieved,target_0.70,0.7,aqua-train-044304,0.700132429599762
aqua,aqua-validation-000079,calibration,retrieved,top,,aqua-train-050482,0.8269593715667725
aqua,aqua-validation-000079,calibration,placebo,placebo,,aqua-train-014609,0.1655517965555191
aqua,aqua-validation-000080,test,retrieved,target_0.30,0.3,aqua-train-008391,0.3000006675720215
aqua,aqua-validation-000080,test,retrieved,target_0.50,0.5,aqua-train-009385,0.5000080466270447
aqua,aqua-validation-000080,test,retrieved,target_0.70,0.7,aqua-train-073278,0.6997673511505127
aqua,aqua-validation-000080,test,retrieved,top,,aqua-train-012290,0.95458984375
aqua,aqua-validation-000080,test,placebo,placebo,,aqua-train-071098,0.04414054751396179
aqua,aqua-validation-000081,test,retrieved,target_0.30,0.3,aqua-train-080751,0.29999998211860657
aqua,aqua-validation-000081,test,retrieved,target_0.50,0.5,aqua-train-054170,0.49992918968200684
aqua,aqua-validation-000081,test,retrieved,target_0.70,0.7,aqua-train-090668,0.702747642993927
aqua,aqua-validation-000081,test,retrieved,top,,aqua-train-030575,0.7219845652580261
aqua,aqua-validation-000081,test,placebo,placebo,,aqua-train-026380,0.1837252825498581
aqua,aqua-validation-000082,test,retrieved,target_0.30,0.3,aqua-train-012386,0.2999991774559021
aqua,aqua-validation-000082,test,retrieved,target_0.50,0.5,aqua-train-011483,0.49964556097984314
aqua,aqua-validation-000082,test,retrieved,target_0.70,0.7,aqua-train-079962,0.5493106842041016
aqua,aqua-validation-000082,test,retrieved,top,,aqua-train-014267,0.5560086965560913
aqua,aqua-validation-000082,test,placebo,placebo,,aqua-train-058781,0.19280380010604858
aqua,aqua-validation-000083,test,retrieved,target_0.30,0.3,aqua-train-082366,0.2999993562698364
aqua,aqua-validation-000083,test,retrieved,target_0.50,0.5,aqua-train-025314,0.4999987483024597
aqua,aqua-validation-000083,test,retrieved,target_0.70,0.7,aqua-train-081349,0.6999757885932922
aqua,aqua-validation-000083,test,retrieved,top,,aqua-train-001890,0.8537561893463135
aqua,aqua-validation-000083,test,placebo,placebo,,aqua-train-058924,0.15466517210006714
aqua,aqua-validation-000084,calibration,retrieved,target_0.30,0.3,aqua-train-020603,0.3000040352344513
aqua,aqua-validation-000084,calibration,retrieved,target_0.50,0.5,aqua-train-089475,0.49998438358306885
aqua,aqua-validation-000084,calibration,retrieved,target_0.70,0.7,aqua-train-003746,0.695048451423645
aqua,aqua-validation-000084,calibration,retrieved,top,,aqua-train-069230,0.7424553632736206
aqua,aqua-validation-000084,calibration,placebo,placebo,,aqua-train-026915,0.07774952799081802
aqua,aqua-validation-000085,test,retrieved,target_0.30,0.3,aqua-train-058253,0.30000054836273193
aqua,aqua-validation-000085,test,retrieved,target_0.50,0.5,aqua-train-034034,0.5000613927841187
aqua,aqua-validation-000085,test,retrieved,target_0.70,0.7,aqua-train-059042,0.6981144547462463
aqua,aqua-validation-000085,test,retrieved,top,,aqua-train-071665,0.7885500192642212
aqua,aqua-validation-000085,test,placebo,placebo,,aqua-train-021198,0.15212583541870117
aqua,aqua-validation-000086,calibration,retrieved,target_0.30,0.3,aqua-train-062598,0.30001282691955566
aqua,aqua-validation-000086,calibration,retrieved,target_0.50,0.5,aqua-train-074331,0.49998506903648376
aqua,aqua-validation-000086,calibration,retrieved,target_0.70,0.7,aqua-train-060066,0.6996020078659058
aqua,aqua-validation-000086,calibration,retrieved,top,,aqua-train-063834,0.7388696670532227
aqua,aqua-validation-000086,calibration,placebo,placebo,,aqua-train-032692,0.07331720739603043
aqua,aqua-validation-000087,test,retrieved,target_0.30,0.3,aqua-train-071469,0.29999974370002747
aqua,aqua-validation-000087,test,retrieved,target_0.50,0.5,aqua-train-047499,0.49999842047691345
aqua,aqua-validation-000087,test,retrieved,target_0.70,0.7,aqua-train-095969,0.6797173023223877
aqua,aqua-validation-000087,test,retrieved,top,,aqua-train-044874,0.7486083507537842
aqua,aqua-validation-000087,test,placebo,placebo,,aqua-train-021250,0.18466679751873016
aqua,aqua-validation-000088,test,retrieved,target_0.30,0.3,aqua-train-069717,0.2999998927116394
aqua,aqua-validation-000088,test,retrieved,target_0.50,0.5,aqua-train-013802,0.4999673664569855
aqua,aqua-validation-000088,test,retrieved,target_0.70,0.7,aqua-train-083631,0.6985782384872437
aqua,aqua-validation-000088,test,retrieved,top,,aqua-train-062899,0.799503743648529
aqua,aqua-validation-000088,test,placebo,placebo,,aqua-train-057713,0.15672540664672852
aqua,aqua-validation-000089,test,retrieved,target_0.30,0.3,aqua-train-093430,0.29999977350234985
aqua,aqua-validation-000089,test,retrieved,target_0.50,0.5,aqua-train-040096,0.4999992847442627
aqua,aqua-validation-000089,test,retrieved,target_0.70,0.7,aqua-train-035689,0.699907660484314
aqua,aqua-validation-000089,test,retrieved,top,,aqua-train-090222,0.9552727341651917
aqua,aqua-validation-000089,test,placebo,placebo,,aqua-train-026821,0.1808129847049713
aqua,aqua-validation-000090,calibration,retrieved,target_0.30,0.3,aqua-train-023189,0.29999789595603943
aqua,aqua-validation-000090,calibration,retrieved,target_0.50,0.5,aqua-train-014650,0.4992358684539795
aqua,aqua-validation-000090,calibration,retrieved,target_0.70,0.7,aqua-train-008044,0.6999709010124207
aqua,aqua-validation-000090,calibration,retrieved,top,,aqua-train-042601,1.0000001192092896
aqua,aqua-validation-000090,calibration,placebo,placebo,,aqua-train-026426,0.1738646775484085
aqua,aqua-validation-000091,test,retrieved,target_0.30,0.3,aqua-train-094887,0.3000001907348633
aqua,aqua-validation-000091,test,retrieved,target_0.50,0.5,aqua-train-064181,0.499912828207016
aqua,aqua-validation-000091,test,retrieved,target_0.70,0.7,aqua-train-014185,0.586066484451294
aqua,aqua-validation-000091,test,retrieved,top,,aqua-train-055088,0.595267653465271
aqua,aqua-validation-000091,test,placebo,placebo,,aqua-train-019750,0.21322916448116302
aqua,aqua-validation-000093,calibration,retrieved,target_0.30,0.3,aqua-train-066903,0.2999981641769409
aqua,aqua-validation-000093,calibration,retrieved,target_0.50,0.5,aqua-train-015769,0.49993234872817993
aqua,aqua-validation-000093,calibration,retrieved,target_0.70,0.7,aqua-train-061130,0.6984618902206421
aqua,aqua-validation-000093,calibration,retrieved,top,,aqua-train-013952,0.7589868903160095
aqua,aqua-validation-000093,calibration,placebo,placebo,,aqua-train-005813,0.147430881857872
aqua,aqua-validation-000094,calibration,retrieved,target_0.30,0.3,aqua-train-072084,0.3000027537345886
aqua,aqua-validation-000094,calibration,retrieved,target_0.50,0.5,aqua-train-076987,0.4999883472919464
