model,dataset,val_uid,source_uid,analysis_split,depth,arm,level,requested_similarity,similarity,source_correct,baseline_correct,memory_correct,delta,baseline_eval_method,memory_eval_method,source_eval_method
phi4-mini,aqua,aqua-validation-000035,aqua-train-067235,test,simple,retrieved,target_0.30,0.3,0.3000008463859558,True,False,False,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000035,aqua-train-009596,test,simple,retrieved,target_0.50,0.5,0.5000460743904114,True,False,False,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000035,aqua-train-023415,test,simple,retrieved,target_0.70,0.7,0.6999951601028442,True,False,False,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000035,aqua-train-055754,test,simple,retrieved,top,,0.893608570098877,True,False,False,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000035,aqua-train-014108,test,simple,placebo,placebo,,0.07628503441810608,False,False,False,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000036,aqua-train-063163,calibration,simple,retrieved,target_0.30,0.3,0.2999984323978424,False,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000036,aqua-train-088062,calibration,simple,retrieved,target_0.50,0.5,0.49998828768730164,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,aqua,aqua-validation-000036,aqua-train-091418,calibration,simple,retrieved,target_0.70,0.7,0.6343194246292114,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000036,aqua-train-074690,calibration,simple,retrieved,top,,0.7787891626358032,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000036,aqua-train-081321,calibration,simple,placebo,placebo,,0.16598911583423615,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,aqua,aqua-validation-000037,aqua-train-017965,test,simple,retrieved,target_0.30,0.3,0.29999837279319763,False,False,False,0.0,judge_fallback,judge_fallback,judge_fallback
phi4-mini,aqua,aqua-validation-000037,aqua-train-093448,test,simple,retrieved,target_0.50,0.5,0.500002920627594,True,False,False,0.0,judge_fallback,judge_fallback,judge_fallback
phi4-mini,aqua,aqua-validation-000037,aqua-train-001346,test,simple,retrieved,target_0.70,0.7,0.7001460790634155,False,False,False,0.0,judge_fallback,judge_fallback,parser
phi4-mini,aqua,aqua-validation-000037,aqua-train-079014,test,simple,retrieved,top,,0.8023541569709778,False,False,False,0.0,judge_fallback,judge_fallback,judge_fallback
phi4-mini,aqua,aqua-validation-000037,aqua-train-085779,test,simple,placebo,placebo,,0.20605063438415527,False,False,True,1.0,judge_fallback,parser,judge_fallback
phi4-mini,aqua,aqua-validation-000038,aqua-train-061053,calibration,simple,retrieved,target_0.30,0.3,0.2999992072582245,True,False,False,0.0,parser,judge_fallback,parser
phi4-mini,aqua,aqua-validation-000038,aqua-train-082158,calibration,simple,retrieved,target_0.50,0.5,0.49999573826789856,True,False,True,1.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000038,aqua-train-066059,calibration,simple,retrieved,target_0.70,0.7,0.689010500907898,False,False,False,0.0,parser,judge_fallback,judge_fallback
phi4-mini,aqua,aqua-validation-000038,aqua-train-011839,calibration,simple,retrieved,top,,0.690899670124054,False,False,False,0.0,parser,judge_fallback,judge_fallback
phi4-mini,aqua,aqua-validation-000038,aqua-train-043460,calibration,simple,placebo,placebo,,0.11524851620197296,True,False,False,0.0,parser,judge_fallback,parser
phi4-mini,aqua,aqua-validation-000039,aqua-train-073969,calibration,simple,retrieved,target_0.30,0.3,0.2999996840953827,True,False,True,1.0,judge_fallback,parser,parser
phi4-mini,aqua,aqua-validation-000039,aqua-train-020140,calibration,simple,retrieved,target_0.50,0.5,0.5000189542770386,True,False,True,1.0,judge_fallback,parser,judge_fallback
phi4-mini,aqua,aqua-validation-000039,aqua-train-067609,calibration,simple,retrieved,target_0.70,0.7,0.7001062035560608,True,False,False,0.0,judge_fallback,judge_fallback,parser
phi4-mini,aqua,aqua-validation-000039,aqua-train-023108,calibration,simple,retrieved,top,,0.929310142993927,True,False,True,1.0,judge_fallback,parser,parser
phi4-mini,aqua,aqua-validation-000039,aqua-train-018151,calibration,simple,placebo,placebo,,0.04508614540100098,True,False,True,1.0,judge_fallback,parser,parser
phi4-mini,aqua,aqua-validation-000040,aqua-train-076211,calibration,simple,retrieved,target_0.30,0.3,0.3000025451183319,False,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000040,aqua-train-010085,calibration,simple,retrieved,target_0.50,0.5,0.49999991059303284,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,aqua,aqua-validation-000040,aqua-train-030376,calibration,simple,retrieved,target_0.70,0.7,0.7000042200088501,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000040,aqua-train-046805,calibration,simple,retrieved,top,,0.7733877897262573,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000040,aqua-train-069061,calibration,simple,placebo,placebo,,0.09767770022153854,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,aqua,aqua-validation-000041,aqua-train-071527,test,simple,retrieved,target_0.30,0.3,0.29999804496765137,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000041,aqua-train-065940,test,simple,retrieved,target_0.50,0.5,0.4999942481517792,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000041,aqua-train-065820,test,simple,retrieved,target_0.70,0.7,0.700424313545227,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000041,aqua-train-047769,test,simple,retrieved,top,,0.8197606801986694,False,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000041,aqua-train-005279,test,simple,placebo,placebo,,0.07944149523973465,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000042,aqua-train-031336,test,simple,retrieved,target_0.30,0.3,0.30000391602516174,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000042,aqua-train-086447,test,simple,retrieved,target_0.50,0.5,0.49998939037323,False,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000042,aqua-train-081698,test,simple,retrieved,target_0.70,0.7,0.6999866962432861,True,True,False,-1.0,parser,judge_fallback,parser
phi4-mini,aqua,aqua-validation-000042,aqua-train-077784,test,simple,retrieved,top,,0.9828712344169617,False,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000042,aqua-train-001575,test,simple,placebo,placebo,,0.09678907692432404,True,True,False,-1.0,parser,judge_fallback,parser
phi4-mini,aqua,aqua-validation-000043,aqua-train-088767,test,simple,retrieved,target_0.30,0.3,0.3000003397464752,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000043,aqua-train-003564,test,simple,retrieved,target_0.50,0.5,0.500011682510376,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000043,aqua-train-003831,test,simple,retrieved,target_0.70,0.7,0.699383556842804,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000043,aqua-train-058810,test,simple,retrieved,top,,0.7563279867172241,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000043,aqua-train-085562,test,simple,placebo,placebo,,0.1946617066860199,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000044,aqua-train-052953,test,simple,retrieved,target_0.30,0.3,0.2999975085258484,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000044,aqua-train-041329,test,simple,retrieved,target_0.50,0.5,0.4999831020832062,False,True,False,-1.0,parser,judge_fallback,parser
phi4-mini,aqua,aqua-validation-000044,aqua-train-053969,test,simple,retrieved,target_0.70,0.7,0.7111481428146362,False,True,False,-1.0,parser,judge_fallback,judge_fallback
phi4-mini,aqua,aqua-validation-000044,aqua-train-091131,test,simple,retrieved,top,,0.9859223961830139,True,True,False,-1.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000044,aqua-train-002832,test,simple,placebo,placebo,,0.1599319577217102,True,True,False,-1.0,parser,judge_fallback,parser
phi4-mini,aqua,aqua-validation-000045,aqua-train-086636,test,simple,retrieved,target_0.30,0.3,0.2999967634677887,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000045,aqua-train-040384,test,simple,retrieved,target_0.50,0.5,0.49999311566352844,False,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000045,aqua-train-079413,test,simple,retrieved,target_0.70,0.7,0.7007248997688293,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000045,aqua-train-077587,test,simple,retrieved,top,,0.7178041338920593,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000045,aqua-train-065875,test,simple,placebo,placebo,,0.2497013807296753,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,aqua,aqua-validation-000046,aqua-train-080682,test,simple,retrieved,target_0.30,0.3,0.3000001609325409,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000046,aqua-train-056156,test,simple,retrieved,target_0.50,0.5,0.5000078678131104,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000046,aqua-train-055929,test,simple,retrieved,target_0.70,0.7,0.7002245187759399,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000046,aqua-train-033973,test,simple,retrieved,top,,0.9054951667785645,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000046,aqua-train-065497,test,simple,placebo,placebo,,0.08379224687814713,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,aqua,aqua-validation-000047,aqua-train-022481,calibration,simple,retrieved,target_0.30,0.3,0.2999964654445648,False,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000047,aqua-train-074558,calibration,simple,retrieved,target_0.50,0.5,0.49999287724494934,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000047,aqua-train-011262,calibration,simple,retrieved,target_0.70,0.7,0.6998218297958374,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000047,aqua-train-026793,calibration,simple,retrieved,top,,0.9021053314208984,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000047,aqua-train-076756,calibration,simple,placebo,placebo,,0.17533299326896667,False,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000048,aqua-train-034417,test,simple,retrieved,target_0.30,0.3,0.2999991476535797,True,True,True,0.0,parser,parser,judge_fallback
phi4-mini,aqua,aqua-validation-000048,aqua-train-035470,test,simple,retrieved,target_0.50,0.5,0.5000559687614441,False,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000048,aqua-train-051993,test,simple,retrieved,target_0.70,0.7,0.6999045610427856,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000048,aqua-train-009044,test,simple,retrieved,top,,0.7349258065223694,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000048,aqua-train-089155,test,simple,placebo,placebo,,0.1662956327199936,True,True,True,0.0,parser,judge_fallback,parser
phi4-mini,aqua,aqua-validation-000049,aqua-train-003287,calibration,simple,retrieved,target_0.30,0.3,0.2999996244907379,False,True,False,-1.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000049,aqua-train-053344,calibration,simple,retrieved,target_0.50,0.5,0.49999770522117615,True,True,False,-1.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000049,aqua-train-065586,calibration,simple,retrieved,target_0.70,0.7,0.6917577385902405,False,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000049,aqua-train-079027,calibration,simple,retrieved,top,,0.7035462260246277,True,True,False,-1.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000049,aqua-train-032266,calibration,simple,placebo,placebo,,0.22901979088783264,False,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000050,aqua-train-051558,test,simple,retrieved,target_0.30,0.3,0.29999861121177673,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000050,aqua-train-036620,test,simple,retrieved,target_0.50,0.5,0.5000143647193909,False,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000050,aqua-train-006303,test,simple,retrieved,target_0.70,0.7,0.6995595693588257,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000050,aqua-train-078827,test,simple,retrieved,top,,0.6998913288116455,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000050,aqua-train-011116,test,simple,placebo,placebo,,0.11820755153894424,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000051,aqua-train-041868,test,simple,retrieved,target_0.30,0.3,0.2999977767467499,False,True,True,0.0,parser,judge_fallback,judge_fallback
phi4-mini,aqua,aqua-validation-000051,aqua-train-034051,test,simple,retrieved,target_0.50,0.5,0.5000215172767639,True,True,False,-1.0,parser,judge_fallback,parser
phi4-mini,aqua,aqua-validation-000051,aqua-train-094682,test,simple,retrieved,target_0.70,0.7,0.678738534450531,True,True,False,-1.0,parser,judge_fallback,parser
phi4-mini,aqua,aqua-validation-000051,aqua-train-003767,test,simple,retrieved,top,,0.6880243420600891,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,aqua,aqua-validation-000051,aqua-train-003339,test,simple,placebo,placebo,,0.11497314274311066,True,True,False,-1.0,parser,judge_fallback,parser
phi4-mini,aqua,aqua-validation-000052,aqua-train-061349,calibration,simple,retrieved,target_0.30,0.3,0.3000006675720215,False,False,False,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000052,aqua-train-036672,calibration,simple,retrieved,target_0.50,0.5,0.4999709725379944,True,False,False,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000052,aqua-train-007682,calibration,simple,retrieved,target_0.70,0.7,0.5910750031471252,True,False,False,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000052,aqua-train-047602,calibration,simple,retrieved,top,,0.5981260538101196,True,False,False,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000052,aqua-train-033255,calibration,simple,placebo,placebo,,0.1543075144290924,True,False,False,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000053,aqua-train-025535,calibration,simple,retrieved,target_0.30,0.3,0.300001323223114,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000053,aqua-train-046317,calibration,simple,retrieved,target_0.50,0.5,0.5000050663948059,False,True,False,-1.0,parser,parser,judge_fallback
phi4-mini,aqua,aqua-validation-000053,aqua-train-083177,calibration,simple,retrieved,target_0.70,0.7,0.7002444267272949,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000053,aqua-train-032483,calibration,simple,retrieved,top,,0.7359943389892578,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000053,aqua-train-017786,calibration,simple,placebo,placebo,,0.15948402881622314,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,aqua,aqua-validation-000054,aqua-train-076359,calibration,simple,retrieved,target_0.30,0.3,0.2999974191188812,True,True,False,-1.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000054,aqua-train-073134,calibration,simple,retrieved,target_0.50,0.5,0.49998021125793457,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000054,aqua-train-033084,calibration,simple,retrieved,target_0.70,0.7,0.636447548866272,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,aqua,aqua-validation-000054,aqua-train-037742,calibration,simple,retrieved,top,,0.648763120174408,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000054,aqua-train-066986,calibration,simple,placebo,placebo,,0.16934669017791748,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,aqua,aqua-validation-000055,aqua-train-049034,calibration,simple,retrieved,target_0.30,0.3,0.2999977767467499,False,False,True,1.0,judge_fallback,judge_fallback,judge_fallback
phi4-mini,aqua,aqua-validation-000055,aqua-train-027987,calibration,simple,retrieved,target_0.50,0.5,0.49999937415122986,False,False,False,0.0,judge_fallback,judge_fallback,parser
phi4-mini,aqua,aqua-validation-000055,aqua-train-016888,calibration,simple,retrieved,target_0.70,0.7,0.7001548409461975,True,False,False,0.0,judge_fallback,judge_fallback,parser
phi4-mini,aqua,aqua-validation-000055,aqua-train-005506,calibration,simple,retrieved,top,,0.9562960863113403,True,False,True,1.0,judge_fallback,judge_fallback,judge_fallback
phi4-mini,aqua,aqua-validation-000055,aqua-train-032536,calibration,simple,placebo,placebo,,0.10818564891815186,False,False,True,1.0,judge_fallback,judge_fallback,parser
phi4-mini,aqua,aqua-validation-000056,aqua-train-047813,test,simple,retrieved,target_0.30,0.3,0.3000003695487976,True,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000056,aqua-train-024144,test,simple,retrieved,target_0.50,0.5,0.5000268220901489,False,True,True,0.0,parser,parser,parser
phi4-mini,aqua,aqua-validation-000056,aqua-train-015339,test,simple,retrieved,target_0.70,0.7,0.700116753578186,True,True,True,0.0,parser,parser,parser
